Column1,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z,id,onset_s,similarity,f0
149051,265000,250,44100,0.0652918362379891,1.987178651688632,1248.7330851231598,3.6428239888940777,0.002388546740266124,(-0.02640757912397956+0.05971317814468726j),(7846.021373034873+22.888538163660602j),(0.9847259059736644-0.1770690768725927j),742,6.00907029478458,-0.00032679823756015785,11
149163,265250,250,44100,0.0729778930255609,1.482254071038159,1249.4100263572589,2.710541988763681,0.002883309560354665,(0.006453187674416895+0.0726920163380338j),(7850.274720250788+17.030837598293296j),(0.9845780355743596-0.17714051995251637j),743,6.0147392290249435,0.0007844033800522125,11
149396,265750,250,44100,0.0888244336910165,0.4888833649176146,1249.174538136841,3.98352334851578,0.004476807507882558,(0.07841934640632013+0.04171553822900238j),(7848.795104124245+25.029215374201176j),(0.9847625676453972-0.1771396106353336j),744,6.026077097505669,-0.0015937465799369973,11
149514,266000,250,44100,0.1036010857392922,0.0057459248884302,1248.405508724737,2.5450729919296924,0.005775744992986278,(0.10359937551525811+0.0005952807814079142j),(7843.963149821324+15.991165228592234j),(0.9845801656721894-0.17699543303572812j),745,6.031746031746032,-0.001098744557560047,11
149628,266250,250,44100,0.1168103947565701,-0.4742886475125702,1246.5585437985487,1.5696156595859343,0.007086712739569727,(0.10391660937174678-0.053347976717637066j),(7832.358326934222+9.862186050229338j),(0.9844898745162834-0.176711775742734j),746,6.037414965986395,-0.009875173556621942,11
149870,266750,250,44100,0.134906112545447,-1.3446881868741098,1246.4513769713096,1.7606166463443351,0.009518013092934215,(0.03024412018720811-0.13147224952904146j),(7831.684977899897+11.062280643886526j),(0.9845193639478604-0.17670155237488047j),747,6.04875283446712,0.0009605009538254226,11
149991,267000,250,44100,0.1308329069595892,-1.8114229733521732,1242.776790500449,1.29455630720741,0.008802490969113633,(-0.031178955602242854-0.12706345765423635j),(7808.596870176223+8.13393716876226j),(0.984546360964706-0.17617439427276727j),748,6.054421768707483,0.011609443747861646,11
150052,267250,250,44100,0.1448373617288637,-2.174437837312291,1243.7871361488103,-0.2237940770467762,0.010218565574495476,(-0.08221608707298042-0.1192408335218512j),(7814.94505910918-1.4061396567341204j),(0.9843080337941169-0.17627797972430012j),749,6.0600907029478455,-0.0003973877427869304,11
150168,267500,250,44100,0.1447576877021829,-2.4946974177262766,1244.8536167104432,-0.7827176358135488,0.010008112718062762,(-0.11551068808739387-0.08724717236942134j),(7821.645954104425-4.917959949014032j),(0.9842028591336278-0.17641349214743665j),750,6.065759637188209,-0.0005435152318367697,11
150386,268000,250,44100,0.1305743244777007,3.105280159477411,1243.8272758658193,-2.0624721208870644,0.0077875581221298435,(-0.130488246465648+0.004740437440592375j),(7815.197264389326-12.958894526425123j),(0.9840492032411368-0.1762374344401222j),751,6.0770975056689345,-0.0008716788336482528,11
150492,268250,250,44100,0.1210402926305555,2.7910116740798325,1242.8090109379098,-2.654126365893485,0.006556710901602162,(-0.1136778156286665+0.04157050245048075j),(7808.799317155468-16.676367785579895j),(0.9839918105808132-0.1760798250006999j),752,6.082766439909297,0.00024600402415019337,11
150598,268500,250,44100,0.1143381303094989,2.520506631648055,1243.5442318719904,-5.9088581646138,0.005243444207696369,(-0.09298513687387422+0.0665354970163959j),(7813.418846526014-37.12645080210957j),(0.9835171775636127-0.17610121767220824j),753,6.08843537414966,2.4974719792597804e-5,11
151221,269750,250,44100,0.0581252737130802,1.444643372746365,1239.7419120823563,2.7245422697180737,0.0018300432007893302,(0.0073132410621390784+0.05766336748220257j),(7789.528166690588+17.11880395788232j),(0.9848230720996586-0.17578447343047993j),754,6.116780045351474,-9.929804551466629e-5,11
151342,270000,250,44100,0.0612716024136371,1.27366043931726,1242.7431575411515,3.84015838770388,0.002118899099449608,(0.017939271750461123+0.058586617852526154j),(7808.385548060529+24.128426758863466j),(0.9849043522366128-0.1762335824493615j),755,6.122448979591836,-9.27888856584531e-5,11
151575,270500,250,44100,0.0786345852847972,0.7223022190441132,1244.5667013560592,4.339977090819042,0.0035554514716976825,(0.05899840409151712+0.051986405122552135j),(7819.843211765356+27.268880290530213j),(0.984928667917771-0.17650203408460927j),756,6.133786848072562,-0.0006134658525694114,11
151698,270750,250,44100,0.0894125015390936,0.3596479337582324,1245.6289753999577,2.555059816513119,0.004303625100775276,(0.0836919602852124+0.03146825726183222j),(7826.517676430176+16.053914298080198j),(0.9846515071131953-0.17660618143682308j),757,6.139455782312925,0.001643013555140833,11
151820,271000,250,44100,0.0977812980117939,-0.0266199011751688,1245.6950945926303,2.963450953678504,0.005224545850054716,(0.09774665520799632-0.002602621086588104j),(7826.9331155701+18.619911490700108j),(0.9847071377525334-0.17662573405319715j),758,6.145124716553288,-0.00018947557076096067,11
151932,271250,250,44100,0.1074348720931515,-0.4177331152929584,1246.0145367428358,3.9425588609894633,0.006539328314452034,(0.09819664836419247-0.04358520381632928j),(7828.9402297947645+24.77182790805968j),(0.98483647235788-0.17669519776993275j),759,6.150793650793651,-3.5743060955165644e-16,11
152005,271500,250,44100,0.0001615710461348,-2.193522187634437,416.61715483976354,-75.00452245185802,2.4129707240284404e-9,(-9.42365580145328e-05-0.00013124280583207295j),(2617.682786008165-471.26731344153575j),(0.9876281203963932-0.05869246541352246j),760,6.156462585034014,0.1223409370107518,-1
152173,271750,250,44100,0.1291387537826092,-1.2366510190089772,1248.7687445087392,1.4452396538711787,0.008622720496094133,(0.0423525871478463-0.12199621342652184j),(7846.2454275624095+9.080708558556701j),(0.9844167345362277-0.1770186461742705j),761,6.162131519274377,0.00543338357123894,11
152290,272000,250,44100,0.1371700624752012,-1.7390352571586285,1248.174694586761,1.413265533217906,0.009717370793071533,(-0.022968633726601927-0.13523338309819732j),(7842.5129018209045+8.87980923345807j),(0.9844272288659683-0.17693452066711382j),762,6.167800453514739,-0.00873667276810065,11
152404,272250,250,44100,0.1454127251630126,-2.214087929676285,1248.300980671049,0.5228930947172641,0.010576901310338616,(-0.08722326132274831-0.11634845647260392j),(7843.306380690204+3.2854342099531775j),(0.9842991724301036-0.17692978702936354j),763,6.173469387755102,0.00103752145131881,11
152463,272500,250,44100,0.1494512405752789,-2.695899417211633,1248.5380694085195,-1.0736089847407786,0.010559314194203228,(-0.13485165368500113-0.06442596377168469j),(7844.796053161976-6.745684198579253j),(0.9840693304586983-0.1769227880188219j),764,6.179138321995465,-0.0012943499925813153,11
152629,272750,250,44100,0.1479369416518383,3.064138493826658,1250.1975183405807,0.950473088888392,0.011116103329515986,(-0.14749341572995728+0.011446878247340059j),(7855.222678309919+5.971998546973141j),(0.9843112903985666-0.17720654392672847j),765,6.184807256235827,0.01585851907583484,11
152743,273000,250,44100,0.1552110955768917,2.517830925080594,1250.5976401686614,0.2997674988851706,0.011954861459938324,(-0.1259828296004387+0.09065765734920495j),(7857.736717901196+1.8834947445652772j),(0.9842099364891395-0.17724622373174984j),766,6.190476190476191,-2.4218573417597768e-5,11
152865,273250,250,44100,0.1572441743928543,1.941458997937758,1248.780358263437,0.8322720904009117,0.012505697835413526,(-0.05695905716149334+0.14656533078379802j),(7846.3183989352865+5.229319769982649j),(0.9843304732607534-0.17700481601774004j),767,6.196145124716553,-0.0016758554681029372,11
152982,273500,250,44100,0.162436934160949,1.4404530025353834,1248.9705418156132,1.5086671822729374,0.013673986291897509,(0.02111266940687691+0.16105903504654562j),(7847.513357435987+9.479235473081348j),(0.9844205406844169-0.17704854926842636j),768,6.201814058956916,-0.010533984175579925,11
153106,273750,250,44100,0.1707227440266108,0.9478911198682328,1249.439617251501,0.945758927192361,0.014801598337855694,(0.09959916922098369+0.13865879279175025j),(7850.460645322716+5.942378595468971j),(0.9843297587550724-0.17710013544405462j),769,6.207482993197279,-0.020642773814146823,11
153218,274000,250,44100,0.1771084955400146,0.4234588390308237,1249.2886414921209,0.5191268543665335,0.015688232791731874,(0.16146505177794018+0.07277675622610894j),(7849.512036649639+3.26177022391816j),(0.98427373735079-0.17706819869859133j),770,6.213151927437642,-0.0009146126709074289,11
153338,274250,250,44100,0.1812658849131315,-0.0834943651635035,1247.0725319029762,1.0980174480676004,0.01677770131008286,(0.180634421636121-0.015117101359874173j),(7835.587809440025+6.899047096725171j),(0.984410784993722-0.1767719923947454j),771,6.2188208616780045,0.004127160560175554,11
153450,274500,250,44100,0.1886834777864125,-0.5185364043188985,1248.2630921425607,1.0907724452497485,0.018174186098833475,(0.16388018207620322-0.09351331836827358j),(7843.068320044696+6.853525401469569j),(0.9843797695748836-0.17693878896098827j),772,6.224489795918367,0.023480856437473815,11
153570,274750,250,44100,0.1955856645827235,-0.9892971357539196,1248.1334564218444,0.4094847352527876,0.019057706969544515,(0.10743077314816812-0.16343922776081787j),(7842.253794789005+2.5728684720546378j),(0.9842874909386349-0.17690343514729787j),773,6.23015873015873,0.0030488500100990896,11
153804,275250,250,44100,0.198643947180076,-1.885404408123584,1246.483082103822,0.4925566332754271,0.019716692695734308,(-0.06146914036326705-0.1888940510822981j),(7831.88418712266+3.0948246011500076j),(0.9843407108668878-0.17667407743488717j),774,6.241496598639456,0.0259618341937275,11
153859,275500,250,44100,0.2012006318800474,-2.3082906482741263,1246.303742687971,-0.1328585114015501,0.01978269677159424,(-0.1352944338222883-0.14891981213269373j),(7830.757364339987-0.8347746467719713j),(0.9842575171317485-0.17663318608244655j),775,6.247165532879818,-0.0003173038716637599,11
153977,275750,250,44100,0.1973837538341318,-2.708278496739697,1245.4614462844684,-1.522345181150361,0.018132289409512146,(-0.17914138645849742-0.08287768056226237j),(7825.465059953209-9.565176874659594j),(0.9840838705452803-0.17648012618539136j),776,6.252834467120182,0.0033967245518277695,11
154185,276250,250,44100,0.2035793092105622,2.844749886382244,1245.4823022843116,-0.9820041787162148,0.019656130347093567,(-0.1946757176779157+0.05954746077909777j),(7825.596102064991-6.170114227298677j),(0.9841591092459365-0.17649663753393433j),777,6.264172335600907,-0.03447785021005422,11
154307,276500,250,44100,0.1973226587240376,2.468559604696985,1245.489825092809,-0.8144109173515953,0.01857544268332125,(-0.15429341078140213+0.12300315050991384j),(7825.643369264811-5.117094709910192j),(0.9841824200939462-0.17650190683494546j),778,6.26984126984127,-0.3267923447703735,11
154451,276750,250,44100,0.1977991416590113,2.095197550904836,1245.599471200719,-0.0193813599929879,0.019196515439858987,(-0.09903699766588453+0.171219664566805j),(7826.33229607902-0.12177667634109997j),(0.9842911494970211-0.17653727732499358j),779,6.275510204081633,-0.00020470933334799596,11
154613,277000,250,44100,0.1990855538202016,1.728887620948838,1243.8818095204576,0.2339328009439522,0.019622799039180957,(-0.0313427536662059+0.19660287264563547j),(7815.539909446897+1.4698431377584076j),(0.9843698495645298-0.1763027539286752j),780,6.2811791383219955,0.0005665426160223595,11
154672,277250,250,44100,0.2022379660936483,1.4123844680168447,1245.6542041093,-1.0244529314934925,0.019369121837880754,(0.03190306948971916+0.19970575626864095j),(7826.676193086036-6.436827607056967j),(0.9841488341460247-0.17651967378748173j),781,6.286848072562358,0.0016612499354503386,11
154774,277500,250,44100,0.1940369891473944,1.0422322006906262,1243.9356507322568,-1.3253529136816276,0.01764340852298278,(0.09785167744144313+0.16755716152788525j),(7815.878203757793-8.327437954072057j),(0.9841498335290182-0.17627114024918225j),782,6.292517006802721,0.0003837347781259596,11
154893,277750,250,44100,0.1832709926720905,0.7036966829908659,1241.463634468695,-1.300071796967867,0.01575376338571035,(0.13973597602074384+0.11858378371659245j),(7800.346067491474-8.168592012987064j),(0.9842154007348632-0.17592514282962846j),783,6.298185941043084,0.0001744613466434103,11
155007,278000,250,44100,0.1695963584510163,0.4815691888274178,1244.7875470612614,-1.9054559142904064,0.013209329211459824,(0.15030803101440465+0.07855202487790115j),(7821.230826255435-11.972332604147926j),(0.9840470959149752-0.17637601160335595j),784,6.303854875283447,-0.0007621997081010756,11
155219,278500,250,44100,0.1425992240819867,-0.1367288347797889,1241.7431644758842,-2.149753340923965,0.009259958413028164,(0.14126836920546126-0.01943673251382902j),(7802.10240632556-13.507298605753684j),(0.9840892533337798-0.175943039529239j),785,6.315192743764173,0.003539514599239427,11
155335,278750,250,44100,0.1327161580558281,-0.3877393413349938,1242.382634653882,-2.1550481569761963,0.008019417559773598,(0.12286412959945041-0.050179520392975054j),(7806.120315952335-13.540566916177283j),(0.9840724768758642-0.17603256545140017j),786,6.320861678004535,-0.005715905750421302,11
155433,279000,250,44100,0.1228889886996302,-0.6591582438060353,1242.1177005648733,-2.095426766278134,0.006889956883589934,(0.09714473438941357-0.07526356438561854j),(7804.4556859769045-13.165954670149604j),(0.984087480227877-0.17599691484474442j),787,6.326530612244898,-0.00309697668956658,11
155547,279250,250,44100,0.1127128457156357,-0.9219968379260998,1241.71883441148,-1.025950029781492,0.006016010677552184,(0.0681045123424562-0.0898106952868807j),(7801.949536022373-6.44623415302353j),(0.9842474432313537-0.17596780103599519j),788,6.332199546485261,-0.00253374881248051,11
155647,279500,250,44100,0.1075136393964129,-1.1763703474323717,1241.3851010108676,-0.5204695581644935,0.00557192390978301,(0.0413151592582823-0.09925845189063093j),(7799.85262722313-3.2702066806933963j),(0.9843266966422686-0.17593367097149984j),789,6.337868480725623,0.0001490973171311257,11
155818,279750,250,44100,0.1054655340846967,-1.420676264810242,1240.9040907624776,0.4277643087124578,0.005544989915423796,(0.01577309255654149-0.10427937682482145j),(7796.830350697844+2.6877224194379474j),(0.984471745053396-0.1758899735456554j),790,6.343537414965986,-0.001426567873126857,11
155929,280000,250,44100,0.106678399715186,-1.663831646486237,1241.925012498775,0.5345784901536528,0.005694922047667202,(-0.009910547663540912-0.1062170514126696j),(7803.244991151127+3.358855714867678j),(0.9844611321145947-0.1760358486663274j),791,6.349206349206349,7.2604378032555405e-6,11
156036,280250,250,44100,0.1091850571875131,-1.9216198624576597,1242.4419121052815,1.6633947208915705,0.006212708403390051,(-0.03752377032792656-0.10253459598309994j),(7806.492767164016+10.451417270346004j),(0.9846065057648105-0.17613667515051018j),792,6.354875283446712,-0.0006087108745660929,11
156149,280500,250,44100,0.1168119257656161,-2.2013187041148736,1243.7297110119266,1.9049482358419147,0.0071734773536173396,(-0.06886843009643459-0.09435128688642422j),(7814.58424633285+11.969142766379592j),(0.9846080568287713-0.17632339619691878j),793,6.360544217687075,-0.006083374864938718,11
156256,280750,250,44100,0.1244656798515316,-2.5205692344939785,1243.8080187823298,1.264981987944635,0.007958078674994337,(-0.1012258698074707-0.07242257067120005j),(7815.076268565285+7.948116240500554j),(0.9845163174989197-0.17631830403522683j),794,6.366213151927438,0.001083714007031669,11
156368,281000,250,44100,0.1311015755995754,-2.8068261574030124,1244.3541189554703,2.47933691305432,0.009226820948398608,(-0.12382374074764632-0.04307324403792769j),(7818.50751714941+15.578133263650894j),(0.9846729455733655-0.17642542669385794j),795,6.3718820861678,0.00042665649761873596,11
156484,281250,250,44100,0.1430700990377452,3.134082349349432,1244.5544439564042,1.9764277736949023,0.010788967666605231,(-0.14306606414586487+0.0010744898703645839j),(7819.766196251939+12.418261948381472j),(0.9845973584282441-0.17644088777357342j),796,6.377551020408164,0.0032018189289693254,11
156602,281500,250,44100,0.1577561233754675,2.789096650772763,1247.3010896154624,0.915593825750632,0.012624912712124445,(-0.148056316756742+0.05446394707403235j),(7837.023879900962+5.752845673300718j),(0.9843794427752299-0.17679945336294448j),797,6.383219954648526,-9.902453708023907e-15,11
156663,281750,250,44100,0.0005805911810458,-0.9716760379911156,416.2619532197096,-5.205804515848353,1.3838587265628284e-7,(0.00032740477142021113-0.00047947078655482037j),(2615.4509884079557-32.70903444602751j),(0.997501715858242-0.05922857110739605j),798,6.388888888888889,-0.00380605280342855,-1
156826,282000,250,44100,0.1741726723985269,1.8603439425059505,1249.4942605245628,1.5137275144133415,0.0157240701628961,(-0.04972955523999617+0.16692241055675164j),(7850.803979133156+9.511030477635384j),(0.9844080367976518-0.17712213125137977j),799,6.394557823129252,-0.017508959418878898,11
156899,282250,250,44100,0.1773729248445055,1.3512933164636578,1249.060281162743,-0.0873102728952142,0.015399347540957242,(0.03862199394589398+0.17311700104708933j),(7848.07720638335-0.54858662382105j),(0.9841944572086392-0.1770208787044976j),800,6.400226757369614,0.03928035888019426,11
157054,282500,250,44100,0.1743442767213939,0.8375977145843162,1249.7031601048898,0.0073928152732637,0.014927994771210118,(0.11667986247177042+0.12954434190297442j),(7852.116533906941+0.04645042830366333j),(0.9841915184126222-0.17711341474395387j),801,6.405895691609977,5.415556879266002e-6,11
157126,282750,250,44100,0.182180279071471,0.2913444441273196,1250.8038576528156,-0.6822991318281042,0.015907623470178097,(0.17450294028402025+0.05232951284686999j),(7859.032420567718-4.287011880203732j),(0.9840670273262652-0.17725033799840123j),802,6.41156462585034,-0.00030351892154229583,11
157293,283000,250,44100,0.1709158428941048,-0.3008899948592467,1251.8884395632335,1.6147101916880586,0.01519688069860095,(0.16323712379900598-0.05065438545703934j),(7865.847049691688+10.145523351767544j),(0.9843617234110925-0.17746046824504394j),803,6.417233560090703,-0.011660127338780538,11
157350,283250,250,44100,0.1760046475460483,-0.910368384397728,1250.723038849387,-0.1948384276888345,0.015105044560798205,(0.10797090765014546-0.1389961116686811j),(7858.5246210494715-1.2242059461284573j),(0.9841374155803946-0.1772513166435753j),804,6.4229024943310655,0.0016436406570381934,11
157531,283500,250,44100,0.1741220411560967,-1.4858510337070605,1251.4200508013184,0.552279934870147,0.015181573820144482,(0.01477306650845453-0.17349421235966989j),(7862.904076304775+3.470077172226207j),(0.9842245698813695-0.17736792703309687j),805,6.428571428571429,0.0035950950138542033,11
157649,283750,250,44100,0.1790603201263435,-2.0794009675940863,1251.2870006547566,0.32521517253403,0.015925433792739495,(-0.08719503083864759-0.15639573152997466j),(7862.068097578781+2.0433871937376917j),(0.9841960914823075-0.17734353223626553j),806,6.434240362811791,-0.004073612721638203,11
157879,284250,250,44100,0.1957851586527888,2.987430251089224,1250.1209051586654,0.2912402922412185,0.019016330199929196,(-0.19346324310805516+0.030063298468585423j),(7854.741303490971+1.8299167250687132j),(0.9842207776033678-0.17717915734695636j),807,6.445578231292517,-0.003201453437191812,11
157989,284500,250,44100,0.1975556610766309,2.4399024841523937,1249.6501912342846,0.8120520233106389,0.019725279765496217,(-0.1508835822882629+0.127524051924669j),(7851.7837206774175+5.102273341530861j),(0.9843056937976564-0.17712629265002106j),808,6.45124716553288,0.030664090695818495,11
158099,284750,250,44100,0.2016617498289452,1.9128266914433507,1249.4874458633317,0.529548289533869,0.020347163218315378,(-0.06763745962675047+0.18998061848333841j),(7850.761161353835+3.3272500322412872j),(0.9842701829766713-0.17709634096013915j),809,6.456916099773243,0.008638476303145473,11
158219,285000,250,44100,0.2067075963710529,1.3877429929920295,1248.0840869975575,0.3005075530117392,0.021204270491019306,(0.03762754961501273+0.20325402310278604j),(7841.943597547702+1.8881446417798506j),(0.9842734526883636-0.17689376512974536j),810,6.462585034013605,0.0010993499706123523,11
158390,285500,250,44100,0.2060429942664519,0.4731809706747159,1246.98019132826,-0.320327589242846,0.02060923819584255,(0.1834036415511775+0.09389792197941535j),(7835.007616497712-2.0126776022149078j),(0.9842142005451819-0.17672332532836948j),811,6.473922902494331,-0.006092368943678852,11
158488,285750,250,44100,0.2038048457621223,0.0413291185935244,1246.1081454478149,-0.3492634826932393,0.020143326960364784,(0.2036308114111519+0.008420676941810298j),(7829.528390634513-2.194487182792533j),(0.9842320923548922-0.17660031172888294j),812,6.479591836734694,-0.002250659653000708,11
158628,286000,250,44100,0.2008843871027564,-0.354663978703315,1245.6051377193896,-0.778294392980612,0.01927652731933324,(0.18838199243875992-0.06976218106146839j),(7826.367899865873-4.890167894636036j),(0.984184584502303-0.17651898452242368j),813,6.4852607709750565,-0.00027800246217305326,11
158854,286500,250,44100,0.1804590862202937,-1.0470871787499578,1242.8194795270392,-0.781664210316798,0.0155540145337537,(0.09024679180411413-0.156272193203168j),(7808.865093240873-4.911341081410639j),(0.9842540928779521-0.1761282739936008j),814,6.496598639455782,0.0010237608183243053,11
158966,286750,250,44100,0.1749657071337736,-1.351539863139541,1242.7954041122048,-2.016714165102736,0.01400488243768186,(0.0380557319965342-0.17077693033612415j),(7808.713822948122-12.671388810954456j),(0.9840815180763975-0.17609390878221196j),815,6.5022675736961455,0.0027112362460799066,11
159096,287000,250,44100,0.1656730874305597,-1.6259836799448493,1242.1658611835624,-0.3261384966819159,0.013321740818026924,(-0.009138418806365541-0.1654208608383276j),(7804.758288068636-2.049188610457452j),(0.9843343731484788-0.1760480401275905j),816,6.507936507936508,0.016264276179829732,11
159200,287250,250,44100,0.1638219126343731,-1.8863045158938432,1241.6927338079618,-0.1697379876205746,0.013097958540835201,(-0.05083387651007526-0.15573546820857023j),(7801.785541093838-1.0664952298878247j),(0.9843681728981977-0.1759856080028355j),817,6.51360544217687,0.000814325617806188,11
159365,287500,250,44100,0.1617591458320126,-2.1215863917379494,1242.249757071771,0.1824228286778942,0.012930745222765385,(-0.08465836612009078-0.13783679590798315j),(7805.285421480761+1.1461964368430837j),(0.9844035937984126-0.17607256335289098j),818,6.519274376417234,0.00027237613030874986,11
159422,287750,250,44100,0.1628108810290724,-2.36827795761523,1242.7095361525207,-1.5693395891082964,0.012316462026168394,(-0.11650734488527259-0.11372520199694931j),(7808.1742986454765-9.860451448260497j),(0.9841463999226312-0.17609309323582292j),819,6.524943310657596,-0.0025090410414499464,11
159616,288250,250,44100,0.1509883481882882,-2.914599027572344,1241.8751870821293,-1.9113298954687767,0.010467576475858996,(-0.14711510139752335-0.033979820915128287j),(7802.931928825335-12.009239916382516j),(0.9841193732238268-0.17596752769276125j),820,6.536281179138322,0.003656398586470108,11
159734,288500,250,44100,0.1400517167962192,3.1259748911161367,1242.599539736271,-0.9198714632847844,0.009322965297426518,(-0.14003463682082845+0.002187205529228683j),(7807.4831707790545-5.7797228626047445j),(0.9842402305107707-0.17609396367732413j),821,6.541950113378685,-0.003593693090722608,11
159838,288750,250,44100,0.1328278110794557,2.848281827687663,1241.7417578702978,-0.7757843860693694,0.008428548207996269,(-0.12715498595227956+0.038403605867615834j),(7802.093568362006-4.874397056090397j),(0.984281950216072-0.17597728779609426j),822,6.5476190476190474,0.0002395862201544647,11
159932,289000,250,44100,0.1270092511840696,2.5965506736582604,1241.418296005283,-1.106792437864471,0.007617329688994548,(-0.10860631265125657+0.06584845281884456j),(7800.061197524314-6.954181983687519j),(0.9842436405030044-0.17592362960758415j),823,6.553287981859411,-0.047723689462202824,11
160042,289250,250,44100,0.1219610173063873,2.361007097005664,1241.5788694082255,-0.0453214299835709,0.007291487958077925,(-0.08665349869773602+0.0858234286535465j),(7801.070109970405-0.2847629429731414j),(0.9843884772361535-0.17597275797377032j),824,6.558956916099773,0.00019340487486487222,11
160193,289500,250,44100,0.12230422031352,2.1251125988742614,1242.4612359081193,0.3486032260113977,0.007435963289509648,(-0.06437630335903892+0.10399045087085176j),(7806.614182198085+2.190338667710219j),(0.9844215957481021-0.17610639353988375j),825,6.5646258503401365,-0.00035631373190582504,11
160293,289750,250,44100,0.1230114870087152,1.856076473679092,1243.356747258023,1.563202579755512,0.00785728543330097,(-0.034618665983333165+0.11803971323935745j),(7812.240845954212+9.821891481265059j),(0.9845694846167228-0.1762624930007889j),826,6.570294784580499,-0.00310904325754001,11
160397,290000,250,44100,0.1289405678664365,1.5506091879191113,1244.024486366724,1.0959331575402782,0.008488812312757495,(0.00260276436183186+0.12891429579141292j),(7816.436374511031+6.885951113108007j),(0.9844871670963592-0.17634442044450882j),827,6.575963718820861,-0.0001969101568855228,11
160503,290250,250,44100,0.1405888692993878,1.2393504739336416,1244.9011467361436,2.477148738666779,0.010609708152525777,(0.045749098083235656+0.13293701589644188j),(7821.944594063555+15.56438455848955j),(0.9846588853140836-0.17650211481946954j),828,6.581632653061225,-0.019197705447343807,11
160611,290500,250,44100,0.1531111480316635,0.8814377223110238,1245.053522085016,2.434002630528268,0.012564088181771944,(0.09738517862930193+0.11814884948620087j),(7822.901996616767+15.293289565771673j),(0.9846490003244583-0.17652240639790273j),829,6.587301587301587,-0.007262039242626871,11
160704,290750,250,44100,0.1601498456255159,0.454423829278529,1243.8265206654391,0.6098599231462996,0.012869321157279505,(0.14389689190643196+0.0702969242111291j),(7815.192519325394+3.8318629085505007j),(0.9844239631945298-0.176304442428081j),830,6.59297052154195,0.0005295070585838756,11
160814,291000,250,44100,0.1753292319943687,0.1501831168025456,1247.3652408237904,1.5868776138190976,0.01597575781808858,(0.17335567298616886+0.026232617773444808j),(7837.426953830566+9.970646107440356j),(0.9844719788912326-0.17682536165744264j),831,6.598639455782313,0.008146688067884598,11
160912,291250,250,44100,0.1864817319165521,-0.2988173354007374,1247.864175490323,0.775534547280661,0.01755289859821716,(0.1782178540545424-0.054898386449791524j),(7840.561852796567+4.872827272684021j),(0.984345612791778-0.1768748961741988j),832,6.604308390022676,0.029287283180103464,11
161036,291500,250,44100,0.1921145525377998,-0.7514121197384072,1247.955187638195,0.3547732508996827,0.018351448070870954,(0.14038301862161534-0.13115109370295877j),(7841.1336989868505+2.2291060774332236j),(0.9842843112003888-0.1768770564008028j),833,6.609977324263038,-0.03800250617792493,11
161085,291750,250,44100,0.1938754427214523,-1.2226493311154114,1247.8080038235998,-0.1141175604742662,0.01838064469379744,(0.06614187873218372-0.1822441745796454j),(7840.208915805531-0.7170217792630877j),(0.98422226634525-0.17684460117402398j),834,6.615646258503402,-7.102656957769441e-5,11
161181,292000,250,44100,0.1884400074704827,-1.7190479438116308,1249.7035839646653,-1.9245835722210425,0.016296936177827563,(-0.02783431416291806-0.18637297918570592j),(7852.1191970964555-12.092515223418456j),(0.9839206364518593-0.1770647286347207j),835,6.621315192743764,0.04358366115471899,11
161293,292250,250,44100,0.1923867653925198,-2.1983391998012705,1249.3491792512646,-0.1190268216162841,0.018096308344362225,(-0.11296134283339017-0.15573182887089515j),(7849.89240660842-0.7478675767397219j),(0.9841827226412923-0.17706058887465714j),836,6.626984126984127,-0.0001685334537136787,11
161405,292500,250,44100,0.1918176285510235,-2.718442198777631,1250.1341993464296,-0.3371898663321062,0.017851079559881994,(-0.17489927154916624-0.07876704535850916j),(7854.824833336202-2.1186264138677386j),(0.9841323226662967-0.1771651581679833j),837,6.63265306122449,-0.024612539795971222,11
161517,292750,250,44100,0.1886510569207033,3.018158461778579,1249.9324759589613,-0.0893541278529436,0.017418658062848334,(-0.18721573696361407+0.02322690488354665j),(7853.557367911947-0.5614285432614614j),(0.9841721652179989-0.17714312835196486j),838,6.638321995464852,0.0002485861191022168,11
161627,293000,250,44100,0.1895436310929984,2.458101646542688,1251.3658041799415,-1.1433815129340656,0.016943153956849262,(-0.1469669881212943+0.11969750411129725j),(7862.563234730376-7.184077922568087j),(0.9839881894690528-0.1773174766701892j),839,6.6439909297052155,-0.011131446913498242,11
161735,293250,250,44100,0.1846523469465854,1.870853811973097,1251.13967030639,-0.7313146458790235,0.01631411086523578,(-0.054578640320025594+0.17640198766935544j),(7861.14239369862-4.594985437912323j),(0.9840516734470056-0.1772961825179527j),840,6.649659863945578,-0.00023107554353897483,11
161910,293500,250,44100,0.1764258874978281,1.320023493094119,1249.15946050408,2.1974445764266037,0.016538522161235077,(0.043780559180221224+0.1709074498588738j),(7848.700368563615+13.806951475945104j),(0.9845123843720336-0.17709242417594565j),841,6.655328798185941,-0.01692507145164893,11
162014,293750,250,44100,0.1795418410477926,0.6568614966754596,1249.4611565884095,0.3517072069889493,0.016026316752289195,(0.14218144737881389+0.10963443212830734j),(7850.595980967907+2.209841555382136j),(0.9842459071010247-0.1770881671617362j),842,6.660997732426304,0.007567934890582978,11
