,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z
92580,230250,250,44100,0.0078367766283895,1.913071915542382,561.4789616111079,62.37503457616056,0.0011516643399066,(-0.002630269476989358+0.007382191436266753j),(3527.8763618853645+391.9139007837507j),(1.0056999252261016-0.08062523632275462j)
92697,230500,250,44100,0.1207321060215898,-0.1814636168240753,567.6936106098643,14.021918480686711,0.0249799817926458,(0.11874975829459916-0.02178844485920648j),(3566.9241531636285+88.10231217632065j),(0.9987240266587136-0.08095604497735155j)
92808,230750,250,44100,0.1891910878803051,-1.5352223699623284,565.2902384222538,7.414534651129933,0.0471059355326456,(0.006728856148701237-0.1890713892376724j),(3551.82332034675+46.586895179553515j),(0.9978119141717533-0.08053820087609533j)
92919,231000,250,44100,0.2463814780228063,-2.7481899411009545,566.5913513706355,3.9743621091271137,0.0701293199607087,(-0.22756040578218206-0.09444625155585178j),(3559.9984541070035+24.971653609478754j),(0.9973080251831843-0.0806836149688738j)
93032,231250,250,44100,0.2965408336315948,2.2215723821739126,563.8930531423348,2.0397477328126445,0.0946189009516743,(-0.1796456316429057+0.23593200936401704j),(3543.0445463245555+12.816112985161281j),(0.9970641051987083-0.08027807100822347j)
93143,231500,250,44100,0.3177225496115805,0.985321983961393,564.2521179222754,1.384640286613786,0.1060731861369234,(0.17557182416567732+0.264805878127393j),(3545.3006168742036+8.699951504580671j),(0.9969669387823907-0.08032158144588124j)
93204,231750,250,44100,0.3330734479008884,-0.2721775839156534,564.5216697677897,-0.3627256163142006,0.109522539669986,(0.32081227542700164-0.0895399666737457j),(3546.9942610694625-2.2790722629630453j),(0.9967156826360879-0.08033986583485273j)
93310,232000,250,44100,0.3217314461964642,-1.511022217237958,564.1169266393763,-0.32564057027187,0.1023244777381128,(0.01921976075151112-0.32115685306143327j),(3544.4511849918335-2.0460600465537953j),(0.9967255802762232-0.08028281316203222j)
93423,232250,250,44100,0.3185678345774396,-2.757698818113566,564.2061841956875,-1.3151390222226726,0.0968946946423694,(-0.29538033182387613-0.11931439476850969j),(3545.012006758203-8.263262181328024j),(0.9965840512701598-0.08028416933026615j)
93533,232500,250,44100,0.3017439120077589,2.276105241417116,563.91127503049,-1.056130727469316,0.0877217717141738,(-0.19561124568503294+0.229751232848261j),(3543.159037824481-6.635865069296095j),(0.99662420090047-0.08024525654290958j)
93639,232750,250,44100,0.2894346092008957,1.0376601291919096,565.0012190964642,-1.245219801020611,0.0801784946753484,(0.14710131498500761+0.24926611509179664j),(3550.007358365458-7.8239467579817905j),(0.9965848785563318-0.08039785606178285j)
93737,233000,250,44100,0.2802906627543142,-0.2396479901123603,564.8618663281388,-1.6105010371018562,0.0742406963357055,(0.27228040081118404-0.06652998543028327j),(3549.1317790990015-10.119076453515868j),(0.9965346098565608-0.08037388637812379j)
93861,233250,250,44100,0.2657805489009106,-1.5157540857183096,564.7996581206093,-0.5439916812146606,0.0692934445995233,(0.014621771298168745-0.2653780397436333j),(3548.7409134034656-3.418000538635877j),(0.9966867590605704-0.08037726646683513j)
94007,233500,250,44100,0.2609962893438542,-2.785141724415532,565.9140931464747,0.5166845056415336,0.0693831263271293,(-0.24459036875225298-0.09107477458054887j),(3555.743115183789+3.2464244942942315j),(0.9968246136879516-0.08054769096969754j)
94117,233750,250,44100,0.2722740615211797,2.188810048071027,566.82740977351,0.0913536487943081,0.0743739442366251,(-0.15776033588185626+0.22191178652717625j),(3561.4816527955804+0.5739919038616408j),(0.996753719448277-0.08067251380553911j)
94223,234000,250,44100,0.2736749047371028,0.8566611625446598,565.8751638439198,1.480425120410534,0.0789733324261373,(0.17924724861185803+0.20680516760453801j),(3555.498515161958+9.301785364943036j),(0.9969619436468123-0.08055322208001989j)
94278,234250,250,44100,0.2920508340768954,-0.4521950290088798,566.1448748781262,-0.6290165389217682,0.0834183939929099,(0.2626968549500951-0.12760898120563077j),(3557.1931595692677-3.9522274753262105j),(0.9966592619815103-0.08056731488387556j)
94436,234500,250,44100,0.2875836775807833,-1.7621228111343876,566.6116682533042,0.0753805483257493,0.0829259383452351,(-0.05468729797384983-0.28233609590558434j),(3560.1261088456745+0.47362995368748934j),(0.9967539302893241-0.08064169207036678j)
94493,234750,250,44100,0.2896233395800204,-3.0933165299189085,566.6853832065337,-1.5925060690076636,0.0793165564154008,(-0.28928590934426335-0.013976461796409587j),(3560.5892735567263-10.006010734383272j),(0.9965162494285105-0.0806329971906183j)
94598,235000,250,44100,0.2751375449553772,1.8645666410063304,567.0284768790574,-1.761694840190354,0.0711609636710083,(-0.07966967070531235+0.2633503601929933j),(3562.7449946789134-11.069055135618122j),(0.9964882857364283-0.0806797645301309j)
94712,235250,250,44100,0.2596915680778197,0.4993311971687161,567.2775499697186,-3.077003000277962,0.0605866117949915,(0.227984008444169+0.12435032136848685j),(3564.3099670625693-19.333380041493996j),(0.9962986985035603-0.08070000219167117j)
94818,235500,250,44100,0.2350880215391699,-0.8487747512376589,568.9760390021405,-2.528786735428889,0.0505925358091635,(0.15537041528994244-0.17642678913314735j),(3574.9818883954886-15.88883566103743j),(0.9963569604351727-0.08094742017619877j)
94899,235750,250,44100,0.2121705406933326,-2.260260478852597,569.4213639429532,-3.2076062300105166,0.0402618948237461,(-0.1349667348937845-0.16370802915621457j),(3577.7799475205234-20.153984335619782j),(0.996255464578683-0.08100280232574855j)
95029,236000,250,44100,0.1869729818970851,2.585608002222057,569.042963164842,-1.7999303797506925,0.0328188388850998,(-0.15881133066565065+0.09868058173568436j),(3575.40238531127-11.309296115995723j),(0.9964596599669205-0.08096532787543056j)
95137,236250,250,44100,0.1743635324045201,1.1664266497355888,569.1316111292721,-1.8504600670961089,0.0284914945502015,(0.06860147499420047+0.16030121353627438j),(3575.959376898888-11.626783505100823j),(0.9964514635400763-0.08097733036952252j)
95244,236500,250,44100,0.180221079762359,-0.1913288639628219,568.6608969360908,-5.35458866972982,0.0270234926981545,(0.1769324776523703-0.03427150335926424j),(3573.001792396411-33.64387285563669j),(0.9959595314248615-0.08087011797521823j)
95347,236750,250,44100,0.1522006482149907,-1.6335729918813848,565.9117206736486,-3.546018084611914,0.0204810742273229,(-0.00954837468721561-0.1519008421895544j),(3555.7282084973867-22.280288728226676j),(0.99624780885753-0.08050074372258154j)
95453,237000,250,44100,0.137701797385762,-2.9629964205384383,565.2667196400704,-7.654466051680921,0.0146322858708211,(-0.13551151798638847-0.0244624916207277j),(3551.675547480093-48.0944286302265j),(0.995672210467254-0.08036213700235093j)
95559,237250,250,44100,0.1042159843691076,2.035612112804743,565.1814743979359,-8.67015776579713,0.0081127240491393,(-0.04671566324913074+0.09315910156938995j),(3551.139935827206-54.47620788498552j),(0.9955291114402998-0.08033841743218706j)
95673,237500,250,44100,0.0400422582734472,1.4939236736013723,546.3965067017166,-3.765986571275214,0.0014070686254295,(0.003075123852019008+0.039924003568432294j),(3433.1105028024776-23.662391491672054j),(0.9964365566627127-0.0777279859990641j)
95838,237750,250,44100,0.019209294670569,1.9004915278801144,1112.4282076847376,3.716090659613471,0.0004222259609377,(-0.006219098677732175+0.018174702566407602j),(6989.592569816865+23.348886232630658j),(0.9879890268123203-0.15791500923877036j)
