Column1,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z,id,onset_s,dynamicResonance
13658,24500,250,44100,0.1994664205295439,2.308793718088832,525.319343514006,-0.1132785327551147,0.03395974139063787,(-0.1342025430165508+0.14756873099257747j),(3300.678780744429-0.7117500126257986j),(0.9971843018817323-0.07477425820068924j),99,0.5555555555555556,-1
13815,24750,250,44100,0.1987001802704681,2.4465921868066003,525.3223870867486,-0.0865270401108927,0.03373129261288514,(-0.1526123496077794+0.1272447735143156j),(3300.697904075966-0.5436654270984999j),(0.9971880701739542-0.07477497561525909j),100,0.5612244897959183,-1
13958,25000,250,44100,0.1977652523179639,2.5810975865470835,525.3545284627888,-0.1097296963949906,0.03338715139207056,(-0.16750559339769788+0.10513311183862599j),(3300.8998542976547-0.6894520161502822j),(0.9971844312251745-0.07477929490054039j),101,0.5668934240362812,-1
14117,25250,250,44100,0.1962957825658021,2.716759461815172,525.0819492816895,-0.1558549028970327,0.03283914122333304,(-0.1788465594739596+0.08090699856902427j),(3299.187188791928-0.9792652359345375j),(0.9971807813755932-0.07474007706384582j),102,0.572562358276644,-1
14340,25500,250,44100,0.1934299731654589,2.860339583027975,525.6984132445226,0.2242653958251775,0.03232037497008141,(-0.18582979824373894+0.05368836562497908j),(3303.060546105607+1.4091010399575696j),(0.9972282194052853-0.07483171301519269j),103,0.5782312925170068,-1
14492,25750,250,44100,0.1951071400999727,2.988700718965445,525.0896118795048,0.4461718852557306,0.03314421998417248,(-0.19283117210310255+0.02971422526895247j),(3299.2353343139357+2.8033806339154226j),(0.9972662359062827-0.07474757686598837j),104,0.5839002267573696,-1
14642,26000,250,44100,0.1976996650836506,3.1341446471143755,524.8846560396979,0.1974039412728324,0.0337307356960399,(-0.19769418163196334+0.001472454772111215j),(3297.947558792641+1.2403255433848024j),(0.9972330722213653-0.07471580717337023j),105,0.5895691609977324,-1
14802,26250,250,44100,0.1991016938043512,-2.9937730903062305,524.5905368814371,0.093465390855268,0.034084715473500594,(-0.19693040374390972-0.029324061059518534j),(3296.099553618896+0.5872603705516177j),(0.9972214346062729-0.07467291235684266j),106,0.5952380952380952,-1
14965,26500,250,44100,0.1991916171122441,-2.829741732867199,524.148790972926,0.239282068498491,0.03429280161492025,(-0.1895840675125974-0.06111613267517649j),(3293.323982217033+1.5034535770612583j),(0.9972468503476926-0.07461169902818106j),107,0.6009070294784581,-1
15111,26750,250,44100,0.1993954940164693,-2.6447557764878784,523.7496654980675,0.8655714931440451,0.03514021920586452,(-0.17528751222447853-0.09504131255525221j),(3290.8162028976813+5.43854608803616j),(0.9973400813898617-0.07456164264553128j),108,0.6065759637188208,-1
